split_label,sample_type,strategy_name,schedule_name,cost_scenario_name,total_return,annual_return,max_drawdown,profit_factor,trade_count,average_R,win_rate,sharpe,sortino,calmar
2022_test,train,v8_e_strong_1_25_weak_0_75__stress_cost_2_0x,v8_e_strong_1_25_weak_0_75,stress_cost_2_0x,0.0009732037463761056,0.00047637323091809236,-0.0009850803905392391,1.7163547505945476,3,0.03884314388410285,0.3333333333333333,0.10884562121145733,0.013564625002394179,0.4835881776687512
2022_test,train,v8_f_strong_1_5_weak_0_75__stress_cost_2_0x,v8_f_strong_1_5_weak_0_75,stress_cost_2_0x,0.0012416009520648252,0.0006077093135055112,-0.001182096468646976,1.7976859142015564,3,0.03884314388410285,0.3333333333333333,0.1161262008525438,0.013102811128287387,0.514094517346028
2023_test,test,v8_a_flat_1_0__base_cost,v8_a_flat_1_0,base_cost,-0.001955208284157406,-0.0019619160075555753,-0.001955208284157406,0.0,2,-0.1956073347614252,0.0,-0.5518041909563658,-0.056415083019240544,-1.003430695058179
2023_test,test,v8_b_strong_1_0_weak_0_5__base_cost,v8_b_strong_1_0_weak_0_5,base_cost,-0.001617860931787174,-0.0016234122607505785,-0.001617860931787174,0.0,2,-0.1956073347614252,0.0,-0.4990435667907696,-0.029950257666686034,-1.003431276974636
2023_test,test,v8_c_strong_1_25_weak_0_5__base_cost,v8_c_strong_1_25_weak_0_5,base_cost,-0.00193788119370919,-0.0019445295310709376,-0.00193788119370919,0.0,2,-0.1956073347614252,0.0,-0.48390121402499625,-0.02678087023221325,-1.0034307249501826
2023_test,test,v8_d_strong_1_5_weak_0_5__base_cost,v8_d_strong_1_5_weak_0_5,base_cost,-0.002257901455631206,-0.002265646447807912,-0.002257901455631206,0.0,2,-0.1956073347614252,0.0,-0.4729313107432126,-0.024893374156736058,-1.003430172808202
2023_test,test,v8_e_strong_1_25_weak_0_75__base_cost,v8_e_strong_1_25_weak_0_75,base_cost,-0.002106500803428224,-0.002113727015488842,-0.002106500803428224,0.0,2,-0.1956073347614252,0.0,-0.5126012883128015,-0.033608942439362535,-1.0034304340396443
2023_test,test,v8_f_strong_1_5_weak_0_75__base_cost,v8_f_strong_1_5_weak_0_75,base_cost,-0.002426466998884269,-0.0024347894941949555,-0.002426466998884269,0.0,2,-0.1956073347614252,0.0,-0.4990435667907716,-0.029950257666686523,-1.0034298819289582
2023_test,test,v8_a_flat_1_0__stress_cost_1_5x,v8_a_flat_1_0,stress_cost_1_5x,-0.0020961516475694886,-0.0021033423949620156,-0.0020961516475694886,0.0,2,-0.20971578979643846,0.0,-0.5545519793171141,-0.05990574483912329,-1.0034304518954364
2023_test,test,v8_b_strong_1_0_weak_0_5__stress_cost_1_5x,v8_b_strong_1_0_weak_0_5,stress_cost_1_5x,-0.0017250638717030142,-0.001730982724666874,-0.0017250638717030142,0.0,2,-0.20971578979643846,0.0,-0.5019104474306398,-0.03064660213446541,-1.0034310920661833
2023_test,test,v8_c_strong_1_25_weak_0_5__stress_cost_1_5x,v8_c_strong_1_25_weak_0_5,stress_cost_1_5x,-0.002063432114362773,-0.0020705107354542784,-0.002063432114362773,0.0,2,-0.20971578979643846,0.0,-0.4864560530233752,-0.027264135904899133,-1.0034305083468624
2023_test,test,v8_d_strong_1_5_weak_0_5__stress_cost_1_5x,v8_d_strong_1_5_weak_0_5,stress_cost_1_5x,-0.002401800357022532,-0.002410038350901811,-0.002401800357022532,0.0,2,-0.20971578979643846,0.0,-0.4752035748914732,-0.025261642035369607,-1.003429924496094
2023_test,test,v8_e_strong_1_25_weak_0_75__stress_cost_1_5x,v8_e_strong_1_25_weak_0_75,stress_cost_1_5x,-0.0022489131116462113,-0.0022566273071292775,-0.0022489131116462113,0.0,2,-0.20971578979643846,0.0,-0.5156514519173707,-0.03458272515540586,-1.0034301883176888
