编号,币种,策略,方向,本波第几次,开仓时间,开仓价,平仓时间,平仓价,成交数量,名义仓位,风险金额,手续费,滑点成本,盈亏,累计利润,收益率,R倍数,平仓原因,资金占用前权益,平仓后权益,费率口径
7525,ETH,ETH 动态委托做多 最佳参数,多头,2,2025-12-21 23:00:00,2965.5,2025-12-23 04:00:00,2966.27,3.57,10586.83,99.78,4.02,3.21,-1.27,86287.24,-0.0,-0.0128,保本,96612.66,96287.2,开仓 Maker / 平仓 Taker
7528,SOL,SOL 均线斜率做空 最佳参数,空头,0,2025-12-23 03:00:00,124.53,2025-12-23 06:00:00,125.85,40.98,5103.24,99.99,3.69,3.28,-57.79,86229.45,-0.06,-0.5779,斜率转正平仓,96288.48,96229.42,双边 Taker
7529,SOL,SOL 动态委托做多 最佳参数,多头,1,2025-12-23 08:00:00,125.85,2025-12-23 13:00:00,124.74,85.47,10756.4,100.0,6.0,3.42,-100.87,86128.58,-0.1,-1.0087,止损,96229.42,96128.55,开仓 Maker / 平仓 Taker
7519,BTC,BTC 动态委托做多 最佳参数,多头,1,2025-12-20 01:00:00,87118.7,2025-12-23 14:00:00,87141.3,0.06,5227.12,99.32,1.99,1.57,-0.63,86127.95,-0.0,-0.0064,保本,97049.41,96127.92,开仓 Maker / 平仓 Taker
7530,ETH,ETH 动态委托做多 最佳参数,多头,1,2025-12-23 10:00:00,3003.01,2025-12-23 14:00:00,2963.02,2.55,7657.68,99.7,2.88,2.27,-104.86,86023.09,-0.11,-1.0517,止损,96229.42,96023.06,开仓 Maker / 平仓 Taker
7518,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2025-12-19 22:00:00,0.12814,2025-12-23 22:00:00,0.12818,70422.53,9023.94,100.0,3.43,2.82,-0.61,86022.48,-0.0,-0.0061,保本,97049.41,96022.45,开仓 Maker / 平仓 Taker
7532,SOL,SOL 均线斜率做空 最佳参数,空头,0,2025-12-23 14:00:00,124.25,2025-12-24 00:00:00,124.58,45.04,5596.22,99.99,4.03,3.6,-18.9,86003.58,-0.02,-0.189,斜率转正平仓,96023.06,96003.55,双边 Taker
7533,BTC,BTC 均线斜率做空 最佳参数,空头,0,2025-12-23 22:00:00,86810.4,2025-12-24 00:00:00,87920.1,0.09,7812.94,95.15,5.66,4.72,-105.53,85898.05,-0.11,-1.1092,止损,96022.45,95898.02,双边 Taker
7534,SOL,SOL 均线斜率做空 最佳参数,空头,0,2025-12-24 01:00:00,122.71,2025-12-24 04:00:00,125.19,41.66,5112.1,99.98,3.72,3.33,-107.03,85791.02,-0.11,-1.0705,止损,95898.02,95790.98,双边 Taker
7535,SOL,SOL 均线斜率做空 最佳参数,空头,0,2025-12-24 05:00:00,124.18,2025-12-25 06:00:00,123.29,40.32,5006.94,99.99,3.59,3.23,32.29,85823.31,0.03,0.3229,斜率转正平仓,95790.98,95823.27,双边 Taker
7531,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2025-12-23 14:00:00,0.13068,2025-12-25 07:00:00,0.12853,36764.7,4804.41,100.0,3.43,2.94,75.61,85898.92,0.08,0.7561,斜率转正平仓,96023.06,95898.89,双边 Taker
7537,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2025-12-25 01:00:00,0.12815,2025-12-25 16:00:00,0.12699,89285.71,11441.96,100.0,4.32,3.57,-107.89,85791.03,-0.11,-1.0789,止损,95790.98,95791.0,开仓 Maker / 平仓 Taker
7538,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2025-12-25 18:00:00,0.12597,2025-12-25 23:00:00,0.12785,55555.55,6998.33,100.0,5.08,4.44,-109.52,85681.51,-0.11,-1.0952,止损,95791.0,95681.48,双边 Taker
7540,BTC,BTC 动态委托做多 最佳参数,多头,1,2025-12-26 04:00:00,87708.7,2025-12-26 07:00:00,87080.9,0.16,14033.39,96.26,5.3,4.19,-105.75,85575.76,-0.11,-1.0987,止损,95681.48,95575.72,开仓 Maker / 平仓 Taker
7536,ETH,ETH 均线斜率做空 最佳参数,空头,0,2025-12-24 21:00:00,2928.54,2025-12-26 10:00:00,2973.01,2.34,6852.78,99.89,4.97,4.17,-109.03,85466.73,-0.11,-1.0915,止损,95790.98,95466.69,双边 Taker
7539,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2025-12-26 03:00:00,0.12702,2025-12-26 10:00:00,0.127,57471.26,7300.0,100.0,5.26,4.6,-4.11,85462.62,-0.0,-0.0411,保本,95681.48,95462.59,双边 Taker
7541,SOL,SOL 均线斜率做空 最佳参数,空头,0,2025-12-26 06:00:00,121.72,2025-12-26 10:00:00,123.56,56.81,6914.91,99.99,5.02,4.54,-109.55,85353.07,-0.11,-1.0956,止损,95681.48,95353.04,双边 Taker
7544,ETH,ETH 动态委托做多 最佳参数,多头,1,2025-12-26 22:00:00,2951.79,2025-12-26 22:00:00,2923.65,3.66,10803.55,99.77,4.08,3.22,-107.07,85246.0,-0.11,-1.0731,止损,95353.04,95245.97,开仓 Maker / 平仓 Taker
7545,SOL,SOL 动态委托做多 最佳参数,多头,1,2025-12-26 22:00:00,123.37,2025-12-26 22:00:00,122.29,96.15,11862.03,100.0,4.48,3.85,-108.32,85137.68,-0.11,-1.0832,止损,95245.97,95137.65,开仓 Maker / 平仓 Taker
7543,BTC,BTC 动态委托做多 最佳参数,多头,1,2025-12-26 22:00:00,88062.7,2025-12-26 23:00:00,87130.4,0.11,9686.9,99.67,3.65,2.88,-106.21,85031.47,-0.11,-1.0656,止损,95353.04,95031.44,开仓 Maker / 平仓 Taker
7546,SOL,SOL 均线斜率做空 最佳参数,空头,0,2025-12-26 22:00:00,122.12,2025-12-27 02:00:00,122.03,42.73,5218.19,99.99,3.76,3.42,0.09,85031.56,0.0,0.0009,斜率转正平仓,95137.65,95031.53,双边 Taker
7547,SOL,SOL 均线斜率做空 最佳参数,空头,0,2025-12-27 17:00:00,122.9,2025-12-27 18:00:00,122.84,64.93,7979.9,99.99,5.74,5.19,-1.85,85029.71,-0.0,-0.0185,斜率转正平仓,95031.53,95029.69,双边 Taker
7542,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2025-12-26 11:00:00,0.12595,2025-12-27 19:00:00,0.12302,40322.58,5078.63,100.0,3.61,3.23,114.53,85144.24,0.12,1.1453,斜率转正平仓,95353.04,95144.22,双边 Taker
7550,ETH,ETH 动态委托做多 最佳参数,多头,1,2025-12-28 20:00:00,2937.04,2025-12-29 00:00:00,2937.8,6.88,20206.84,99.97,7.68,6.12,-2.45,85141.79,-0.0,-0.0245,保本,95144.22,95141.77,开仓 Maker / 平仓 Taker
7549,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2025-12-27 21:00:00,0.12274,2025-12-29 05:00:00,0.12277,144927.53,17788.41,100.0,6.76,5.8,-2.41,85139.38,-0.0,-0.0241,保本,95144.22,95139.35,开仓 Maker / 平仓 Taker
7553,SOL,SOL 均线斜率做空 最佳参数,空头,0,2025-12-29 03:00:00,123.19,2025-12-29 07:00:00,124.52,80.0,9855.2,100.0,7.13,6.4,-113.53,85025.85,-0.12,-1.1353,止损,95141.77,95025.82,双边 Taker
7548,SOL,SOL 动态委托做多 最佳参数,多头,1,2025-12-27 20:00:00,122.8,2025-12-29 09:00:00,129.23,156.25,19187.5,100.0,7.57,6.25,997.11,86022.96,1.05,9.9711,10R,95144.22,96022.93,开仓 Maker / 平仓 Taker
7551,BTC,BTC 动态委托做多 最佳参数,多头,1,2025-12-29 00:00:00,87700.3,2025-12-29 17:00:00,89137.1,0.28,24556.08,99.01,9.44,7.5,392.86,86415.82,0.41,3.968,4R,95141.77,96415.79,开仓 Maker / 平仓 Taker
7552,ETH,ETH 动态委托做多 最佳参数,多头,2,2025-12-29 02:00:00,2938.14,2025-12-29 17:00:00,3003.8,6.16,18098.94,99.98,6.99,5.61,397.47,86813.29,0.42,3.9757,4R,95141.77,96813.27,开仓 Maker / 平仓 Taker
7554,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2025-12-29 14:00:00,0.12655,2025-12-29 17:00:00,0.12554,103092.78,13046.39,100.0,4.93,4.12,-109.05,86704.24,-0.11,-1.0905,止损,96022.93,96704.22,开仓 Maker / 平仓 Taker
7555,SOL,SOL 动态委托做多 最佳参数,多头,2,2025-12-29 17:00:00,127.04,2025-12-29 17:00:00,125.92,92.59,11762.63,100.0,4.44,3.7,-108.14,86596.1,-0.11,-1.0814,止损,96704.22,96596.07,开仓 Maker / 平仓 Taker
7556,SOL,SOL 均线斜率做空 最佳参数,空头,0,2025-12-30 03:00:00,122.93,2025-12-30 16:00:00,124.75,43.66,5367.12,99.98,3.89,3.49,-83.35,86512.75,-0.09,-0.8337,斜率转正平仓,96596.07,96512.72,双边 Taker
7557,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2025-12-30 04:00:00,0.12237,2025-12-30 16:00:00,0.12461,46296.29,5665.28,100.0,4.12,3.7,-107.82,86404.93,-0.11,-1.0782,止损,96596.07,96404.9,双边 Taker
7558,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2025-12-30 20:00:00,0.12425,2025-12-30 22:00:00,0.12343,128205.12,15929.49,100.0,6.02,5.13,-111.15,86293.78,-0.12,-1.1115,止损,96404.9,96293.75,开仓 Maker / 平仓 Taker
7559,DOGE,DOGE 动态委托做多 最佳参数,多头,2,2025-12-31 00:00:00,0.12438,2025-12-31 01:00:00,0.12333,99009.9,12314.85,100.0,4.65,3.96,-108.61,86185.17,-0.11,-1.0861,止损,96293.75,96185.14,开仓 Maker / 平仓 Taker
7560,SOL,SOL 动态委托做多 最佳参数,多头,1,2025-12-31 01:00:00,124.53,2025-12-31 05:00:00,123.53,104.16,12971.04,99.99,4.9,4.17,-109.06,86076.11,-0.11,-1.0907,止损,96185.14,96076.08,开仓 Maker / 平仓 Taker
7562,BTC,BTC 动态委托做多 最佳参数,多头,1,2025-12-31 04:00:00,87917.2,2025-12-31 23:00:00,87940.1,0.09,7912.55,94.6,3.01,2.38,-0.95,86075.16,-0.0,-0.01,保本,96185.14,96075.13,开仓 Maker / 平仓 Taker
7561,ETH,ETH 动态委托做多 最佳参数,多头,1,2025-12-31 03:00:00,2958.84,2026-01-01 00:00:00,2959.61,3.01,8906.11,99.96,3.38,2.68,-1.07,86074.09,-0.0,-0.0107,保本,96185.14,96074.06,开仓 Maker / 平仓 Taker
7563,SOL,SOL 动态委托做多 最佳参数,多头,2,2025-12-31 07:00:00,124.37,2026-01-01 00:00:00,124.43,107.52,13372.26,99.99,7.49,4.3,-1.04,86073.05,-0.0,-0.0104,保本,96076.08,96073.03,开仓 Maker / 平仓 Taker
7567,SOL,SOL 均线斜率做空 最佳参数,空头,0,2026-01-01 14:00:00,124.78,2026-01-01 20:00:00,124.96,68.02,8487.54,99.99,6.12,5.44,-18.36,86054.69,-0.02,-0.1836,斜率转正平仓,96073.03,96054.67,双边 Taker
7564,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2025-12-31 13:00:00,0.12306,2026-01-01 21:00:00,0.12078,69444.44,8545.83,100.0,6.1,5.56,152.24,86206.93,0.16,1.5224,斜率转正平仓,96076.08,96206.9,双边 Taker
7568,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2026-01-01 22:00:00,0.12039,2026-01-02 12:00:00,0.12792,133333.33,16052.0,100.0,6.38,5.33,997.62,87204.55,1.04,9.9762,10R,96206.9,97204.52,开仓 Maker / 平仓 Taker
7569,DOGE,DOGE 动态委托做多 最佳参数,多头,2,2026-01-02 15:00:00,0.12798,2026-01-03 07:00:00,0.14322,85470.08,10938.46,100.0,4.52,4.27,1298.04,88502.59,1.34,12.9804,13R,97204.52,98502.57,开仓 Maker / 平仓 Taker
7572,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2026-01-04 03:00:00,0.14156,2026-01-04 04:00:00,0.14229,32679.73,4626.14,100.0,3.34,3.27,-27.2,88475.39,-0.03,-0.272,斜率转正平仓,98502.57,98475.37,双边 Taker
7566,SOL,SOL 动态委托做多 最佳参数,多头,1,2026-01-01 09:00:00,124.95,2026-01-04 09:00:00,133.47,117.64,14699.12,99.99,5.87,5.88,996.43,89471.82,1.04,9.9649,10R,96073.03,99471.8,开仓 Maker / 平仓 Taker
7573,SOL,SOL 动态委托做多 最佳参数,多头,2,2026-01-04 16:00:00,133.49,2026-01-05 21:00:00,133.52,117.64,15703.76,99.99,5.97,5.88,-2.44,89469.38,-0.0,-0.0244,保本,99471.8,99469.36,开仓 Maker / 平仓 Taker
7574,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2026-01-05 13:00:00,0.1501,2026-01-06 00:00:00,0.1504,26954.17,4045.82,100.0,2.92,2.7,-11.0,89458.38,-0.01,-0.11,斜率转正平仓,99471.8,99458.35,双边 Taker
7565,ETH,ETH 动态委托做多 最佳参数,多头,2,2026-01-01 03:00:00,2969.61,2026-01-06 23:00:00,3267.79,3.36,9977.89,99.96,4.07,3.33,997.81,90456.19,1.04,9.9821,10R,96073.03,100456.17,开仓 Maker / 平仓 Taker
7570,BTC,BTC 动态委托做多 最佳参数,多头,1,2026-01-02 22:00:00,88457.3,2026-01-07 00:00:00,92559.7,0.14,12384.02,95.21,4.87,3.89,569.47,91025.66,0.59,5.9809,6R,97204.52,101025.64,开仓 Maker / 平仓 Taker
7571,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2026-01-03 20:00:00,0.14217,2026-01-07 00:00:00,0.14622,49751.24,7073.13,100.0,2.74,2.49,198.75,91224.41,0.2,1.9875,2R,98502.57,101224.38,开仓 Maker / 平仓 Taker
7577,SOL,SOL 均线斜率做空 最佳参数,空头,0,2026-01-07 01:00:00,136.4,2026-01-07 04:00:00,138.92,29.32,3999.25,99.98,2.91,2.93,-76.79,91147.62,-0.08,-0.7681,斜率转正平仓,101224.38,101147.59,双边 Taker
7575,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2026-01-06 23:00:00,0.14988,2026-01-07 16:00:00,0.15342,23041.47,3453.46,100.0,2.52,2.3,-84.08,91063.54,-0.08,-0.8408,斜率转正平仓,100456.17,101063.51,双边 Taker
7576,ETH,ETH 动态委托做多 最佳参数,多头,3,2026-01-07 01:00:00,3194.51,2026-01-07 17:00:00,3195.34,2.36,7539.04,99.8,2.87,2.27,-0.91,91062.63,-0.0,-0.0091,保本,101224.38,101062.6,开仓 Maker / 平仓 Taker
7578,SOL,SOL 动态委托做多 最佳参数,多头,1,2026-01-07 03:00:00,137.49,2026-01-07 17:00:00,136.65,53.19,7313.09,100.0,4.08,2.66,-48.76,91013.87,-0.05,-0.4876,止损,101224.38,101013.84,开仓 Maker / 平仓 Taker
7580,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2026-01-07 08:00:00,0.14911,2026-01-07 17:00:00,0.14915,43478.26,6483.04,100.0,2.46,2.17,-0.72,91013.15,-0.0,-0.0072,保本,101147.59,101013.12,开仓 Maker / 平仓 Taker
7581,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2026-01-07 17:00:00,0.14839,2026-01-07 21:00:00,0.14777,21459.22,3184.33,100.0,2.29,2.15,11.02,91024.17,0.01,0.1102,斜率转正平仓,101013.12,101024.13,双边 Taker
7582,SOL,SOL 均线斜率做空 最佳参数,空头,0,2026-01-07 17:00:00,136.77,2026-01-07 21:00:00,138.1,32.67,4468.28,99.97,3.23,3.27,-46.68,90977.49,-0.05,-0.467,斜率转正平仓,101013.12,100977.45,双边 Taker
7579,BTC,BTC 动态委托做多 最佳参数,多头,1,2026-01-07 08:00:00,92792.9,2026-01-07 22:00:00,91378.5,0.07,6495.5,97.08,2.44,1.93,-101.45,90876.04,-0.1,-1.045,止损,101147.59,100876.0,开仓 Maker / 平仓 Taker
7583,SOL,SOL 动态委托做多 最佳参数,多头,1,2026-01-07 20:00:00,137.84,2026-01-07 22:00:00,137.08,72.46,9987.89,99.99,5.58,3.62,-60.65,90815.39,-0.06,-0.6065,止损,101013.12,100815.35,开仓 Maker / 平仓 Taker
7585,SOL,SOL 均线斜率做空 最佳参数,空头,0,2026-01-07 23:00:00,135.56,2026-01-08 23:00:00,136.36,33.89,4594.13,99.98,3.32,3.39,-30.43,90784.96,-0.03,-0.3044,斜率转正平仓,100815.35,100784.92,双边 Taker
7586,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2026-01-08 02:00:00,0.14644,2026-01-09 11:00:00,0.143,23923.44,3503.35,100.0,2.49,2.39,79.8,90864.76,0.08,0.798,斜率转正平仓,100815.35,100864.73,双边 Taker
7589,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2026-01-09 12:00:00,0.14228,2026-01-09 14:00:00,0.14309,29585.79,4209.47,100.0,3.04,2.96,-27.0,90837.76,-0.03,-0.27,斜率转正平仓,100864.73,100837.72,双边 Taker
7590,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2026-01-09 13:00:00,0.14234,2026-01-09 16:00:00,0.14069,62111.8,8840.99,100.0,4.92,3.11,-107.41,90730.35,-0.11,-1.0741,止损,100864.73,100730.32,开仓 Maker / 平仓 Taker
7584,BTC,BTC 均线斜率做空 最佳参数,空头,0,2026-01-07 23:00:00,91268.9,2026-01-09 23:00:00,91164.0,0.08,7301.51,94.93,5.25,4.38,3.14,90733.49,0.0,0.0331,斜率转正平仓,100815.35,100733.45,双边 Taker
7588,SOL,SOL 动态委托做多 最佳参数,多头,1,2026-01-09 09:00:00,137.69,2026-01-09 23:00:00,136.16,67.56,9302.34,99.99,3.51,3.38,-106.87,90626.62,-0.11,-1.0688,止损,100784.92,100626.58,开仓 Maker / 平仓 Taker
7591,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2026-01-09 20:00:00,0.13982,2026-01-09 23:00:00,0.14286,34013.6,4755.78,100.0,3.46,3.4,-106.86,90519.76,-0.11,-1.0686,止损,100730.32,100519.72,双边 Taker
7592,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2026-01-10 01:00:00,0.14163,2026-01-10 02:00:00,0.1396,50505.05,7153.03,100.0,2.69,2.53,-105.21,90414.55,-0.1,-1.0521,止损,100519.72,100414.5,开仓 Maker / 平仓 Taker
7593,SOL,SOL 动态委托做多 最佳参数,多头,2,2026-01-10 01:00:00,138.58,2026-01-10 02:00:00,136.75,56.17,7784.04,99.98,2.93,2.81,-105.72,90308.83,-0.11,-1.0574,止损,100519.72,100308.78,开仓 Maker / 平仓 Taker
7594,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2026-01-10 02:00:00,0.14037,2026-01-10 13:00:00,0.1401,23866.34,3350.12,100.0,2.41,2.39,4.03,90312.86,0.0,0.0403,斜率转正平仓,100308.78,100312.82,双边 Taker
7595,SOL,SOL 均线斜率做空 最佳参数,空头,0,2026-01-10 02:00:00,136.69,2026-01-10 18:00:00,136.96,27.47,3754.87,99.99,2.71,2.75,-10.12,90302.74,-0.01,-0.1012,斜率转正平仓,100308.78,100302.7,双边 Taker
7596,SOL,SOL 均线斜率做空 最佳参数,空头,0,2026-01-10 19:00:00,136.45,2026-01-10 23:00:00,136.41,50.5,6890.73,99.99,4.96,5.05,-2.94,90299.8,-0.0,-0.0294,斜率转正平仓,100302.7,100299.75,双边 Taker
7597,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2026-01-10 20:00:00,0.14004,2026-01-11 00:00:00,0.14,46728.97,6543.92,100.0,4.71,4.67,-2.84,90296.96,-0.0,-0.0284,斜率转正平仓,100302.7,100296.91,双边 Taker
7587,ETH,ETH 均线斜率做空 最佳参数,空头,0,2026-01-08 14:00:00,3102.83,2026-01-11 09:00:00,3095.61,1.78,5523.04,99.59,3.97,3.33,8.88,90305.84,0.01,0.0892,斜率转正平仓,100815.35,100305.79,双边 Taker
7598,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2026-01-11 17:00:00,0.13975,2026-01-11 23:00:00,0.13978,153846.15,21500.0,100.0,8.17,7.69,-3.56,90302.28,-0.0,-0.0356,保本,100305.79,100302.24,开仓 Maker / 平仓 Taker
7600,BTC,BTC 动态委托做多 最佳参数,多头,1,2026-01-12 02:00:00,90760.1,2026-01-12 07:00:00,90279.2,0.22,19967.22,99.84,7.56,5.96,-113.36,90188.92,-0.11,-1.1354,止损,100302.24,100188.88,开仓 Maker / 平仓 Taker
7599,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2026-01-11 23:00:00,0.13806,2026-01-12 10:00:00,0.14023,48309.17,6669.56,100.0,4.84,4.83,-109.67,90079.25,-0.11,-1.0967,止损,100302.24,100079.21,双边 Taker
7603,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2026-01-12 14:00:00,0.14038,2026-01-12 15:00:00,0.13877,64102.56,8998.72,100.0,3.39,3.21,-106.6,89972.65,-0.11,-1.066,止损,100079.21,99972.61,开仓 Maker / 平仓 Taker
7601,ETH,ETH 动态委托做多 最佳参数,多头,1,2026-01-12 04:00:00,3106.09,2026-01-12 16:00:00,3106.89,4.88,15157.72,99.94,5.76,4.59,-1.86,89970.79,-0.0,-0.0186,保本,100302.24,99970.76,开仓 Maker / 平仓 Taker
7602,SOL,SOL 动态委托做多 最佳参数,多头,1,2026-01-12 04:00:00,138.3,2026-01-12 16:00:00,139.4,93.45,12924.14,99.99,4.94,4.67,97.86,90068.65,0.1,0.9786,1R,100302.24,100068.61,开仓 Maker / 平仓 Taker
7605,SOL,SOL 动态委托做多 最佳参数,多头,2,2026-01-12 18:00:00,139.48,2026-01-12 18:00:00,139.16,69.44,9685.49,99.99,5.42,3.47,-27.64,90041.01,-0.03,-0.2764,止损,100068.61,100040.97,开仓 Maker / 平仓 Taker
7604,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2026-01-12 15:00:00,0.13785,2026-01-13 00:00:00,0.13934,31847.13,4390.13,100.0,3.18,3.18,-50.63,89990.38,-0.05,-0.5063,斜率转正平仓,99972.61,99990.34,双边 Taker
7607,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2026-01-13 01:00:00,0.13791,2026-01-13 05:00:00,0.13621,60606.06,8358.18,100.0,3.15,3.03,-106.18,89884.2,-0.11,-1.0618,止损,99990.34,99884.17,开仓 Maker / 平仓 Taker
7609,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2026-01-13 05:00:00,0.13605,2026-01-13 13:00:00,0.1394,30769.23,4186.15,100.0,3.05,3.08,-106.13,89778.07,-0.11,-1.0613,止损,99884.17,99778.04,双边 Taker
7610,SOL,SOL 均线斜率做空 最佳参数,空头,0,2026-01-13 05:00:00,138.67,2026-01-13 13:00:00,139.9,32.05,4444.37,100.0,3.21,3.21,-42.64,89735.43,-0.04,-0.4264,斜率转正平仓,99884.17,99735.4,双边 Taker
7611,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2026-01-13 19:00:00,0.13912,2026-01-15 08:00:00,0.14515,83333.33,11593.33,100.0,4.55,4.17,497.95,90233.38,0.5,4.9795,5R,99735.4,100233.36,开仓 Maker / 平仓 Taker
7612,SOL,SOL 动态委托做多 最佳参数,多头,1,2026-01-13 23:00:00,141.21,2026-01-15 23:00:00,142.61,72.99,10306.92,100.0,3.95,3.65,98.24,90331.62,0.1,0.9824,1R,99735.4,100331.6,开仓 Maker / 平仓 Taker
7614,SOL,SOL 均线斜率做空 最佳参数,空头,0,2026-01-15 19:00:00,144.72,2026-01-16 20:00:00,143.63,39.52,5719.33,99.99,4.1,3.95,38.97,90370.59,0.04,0.3898,斜率转正平仓,100233.36,100370.57,双边 Taker
7608,ETH,ETH 动态委托做多 最佳参数,多头,1,2026-01-13 01:00:00,3116.38,2026-01-16 23:00:00,3267.54,2.65,8258.41,99.64,3.25,2.62,397.32,90767.91,0.4,3.9876,4R,99990.34,100767.89,开仓 Maker / 平仓 Taker
7615,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2026-01-17 10:00:00,0.13797,2026-01-17 15:00:00,0.13692,100000.0,13797.0,100.0,5.21,5.0,-110.21,90657.7,-0.11,-1.1021,止损,100767.89,100657.68,开仓 Maker / 平仓 Taker
7616,SOL,SOL 动态委托做多 最佳参数,多头,1,2026-01-17 13:00:00,144.11,2026-01-17 19:00:00,143.2,116.27,16755.67,99.99,6.34,5.81,-112.14,90545.56,-0.11,-1.1215,止损,100767.89,100545.54,开仓 Maker / 平仓 Taker
7613,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2026-01-15 03:00:00,0.14779,2026-01-17 20:00:00,0.13759,25773.19,3809.02,100.0,2.65,2.58,260.24,90805.8,0.26,2.6024,斜率转正平仓,99735.4,100805.78,双边 Taker
7618,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2026-01-17 22:00:00,0.13758,2026-01-18 06:00:00,0.13761,147058.82,20232.35,100.0,7.69,7.35,-3.28,90802.52,-0.0,-0.0328,保本,100805.78,100802.5,开仓 Maker / 平仓 Taker
7617,SOL,SOL 动态委托做多 最佳参数,多头,2,2026-01-17 21:00:00,143.69,2026-01-18 08:00:00,143.21,142.85,20526.12,100.0,11.48,7.14,-80.04,90722.48,-0.08,-0.8005,止损,100805.78,100722.46,开仓 Maker / 平仓 Taker
7619,ETH,ETH 动态委托做多 最佳参数,多头,1,2026-01-18 06:00:00,3300.05,2026-01-18 16:00:00,3300.9,6.16,20328.31,99.92,7.73,6.16,-2.49,90719.99,-0.0,-0.0249,保本,100802.5,100719.97,开仓 Maker / 平仓 Taker
7620,SOL,SOL 均线斜率做空 最佳参数,空头,0,2026-01-18 13:00:00,142.72,2026-01-19 06:00:00,142.84,72.99,10417.13,100.0,7.5,7.3,-16.26,90703.73,-0.02,-0.1626,斜率转正平仓,100722.46,100703.7,双边 Taker
7621,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2026-01-18 20:00:00,0.13692,2026-01-19 06:00:00,0.1377,78125.0,10696.88,100.0,7.72,7.81,-68.66,90635.07,-0.07,-0.6866,斜率转正平仓,100719.97,100635.04,双边 Taker
7622,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2026-01-19 05:00:00,0.13719,2026-01-19 07:00:00,0.13636,128205.12,17588.46,100.0,6.65,6.41,-113.06,90522.01,-0.11,-1.1306,止损,100719.97,100521.98,开仓 Maker / 平仓 Taker
7625,ETH,ETH 动态委托做多 最佳参数,多头,2,2026-01-19 07:00:00,3315.93,2026-01-19 07:00:00,3292.18,4.39,14556.93,99.92,5.5,4.35,-109.76,90412.25,-0.11,-1.0986,止损,100521.98,100412.21,开仓 Maker / 平仓 Taker
7606,BTC,BTC 动态委托做多 最佳参数,多头,1,2026-01-13 01:00:00,90989.5,2026-01-19 08:00:00,93318.0,0.08,7279.16,92.22,2.82,2.25,183.46,90595.71,0.18,1.9893,2R,99990.34,100595.67,开仓 Maker / 平仓 Taker
7626,SOL,SOL 均线斜率做空 最佳参数,空头,0,2026-01-19 07:00:00,137.75,2026-01-20 04:00:00,134.66,53.19,7326.92,100.0,5.22,5.32,159.14,90754.85,0.16,1.5915,斜率转正平仓,100412.21,100754.82,双边 Taker
7624,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2026-01-19 07:00:00,0.13151,2026-01-20 05:00:00,0.12953,42016.8,5525.63,100.0,3.95,3.36,79.24,90834.09,0.08,0.7924,斜率转正平仓,100521.98,100834.06,双边 Taker
7628,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2026-01-20 06:00:00,0.12946,2026-01-20 09:00:00,0.12831,90090.09,11663.06,100.0,4.4,3.6,-108.01,90726.08,-0.11,-1.0801,止损,100834.06,100726.05,开仓 Maker / 平仓 Taker
7623,BTC,BTC 均线斜率做空 最佳参数,空头,0,2026-01-19 07:00:00,93597.1,2026-01-21 06:00:00,88469.9,0.15,14039.57,95.89,9.83,8.21,759.25,91485.33,0.76,7.9175,8R,100521.98,101485.3,双边 Taker
