condition_group,condition_value,side,sample_count,conclusion_level,next_day_bull_rate,next_day_bear_rate,hit_stop_first_rate,hit_1R_first_rate,hit_2R_first_rate,hit_1R_rate,hit_2R_rate,stop_rate,avg_final_close_R,median_final_close_R,gross_expectancy_R,net_expectancy_R,net_median_R,positive_net_rate,avg_mfe_R,avg_mae_R,avg_risk_pct,ambiguous_bar_rate
phase2_simple_setup,bull__long_upper_bull__low_area__shrinking_volume,long,50,conclusion_ok,0.46,0.54,0.62,0.2,0.18,0.92,0.84,0.96,0.7056234459447197,-0.608209500150564,-0.543136575499072,-0.5931365754990722,-1.05,0.04,9.232706039709376,9.357089561912119,0.0030625214202031187,0.74
big_bear_day,True,long,114,conclusion_ok,0.543859649122807,0.45614035087719296,0.6403508771929824,0.21052631578947367,0.14912280701754385,0.9122807017543859,0.7543859649122807,0.9210526315789473,-1.2886164807766978,0.5738173342925992,-0.5776759493947327,-0.6276759493947326,-1.05,0.07894736842105263,7.807012885291801,10.456972665277073,0.005841184780573294,0.631578947368421
last_hour_wick_type,normal_bear,long,140,conclusion_ok,0.5642857142857143,0.4357142857142857,0.7428571428571429,0.09285714285714286,0.16428571428571428,0.9285714285714286,0.8642857142857143,0.9714285714285714,-0.40471381351535984,0.980829911800494,-0.6626264653779523,-0.7126264653779523,-1.05,0.02857142857142857,10.6174009414756,12.138893316400436,0.0029245787567127642,0.7928571428571428
phase2_core_setup,downtrend__kept_bull__long_upper_bull__high_area__no_breakout,long,37,conclusion_ok,0.4864864864864865,0.5135135135135135,0.6216216216216216,0.1891891891891892,0.1891891891891892,0.972972972972973,0.8918918918918919,1.0,1.0482717320081285,-0.16471801925724983,-1.0,-1.0499999999999996,-1.05,0.0,8.595354528587489,7.3114996128897705,0.004006644442923234,0.8378378378378378
phase2_simple_setup,bear__long_lower_bear__low_area__normal_volume,short,35,conclusion_ok,0.5428571428571428,0.45714285714285713,0.7142857142857143,0.05714285714285714,0.22857142857142856,0.8,0.6857142857142857,0.8571428571428571,-0.36140482792366146,-1.6932870370370385,1.1690147899295669,1.1190147899295675,-1.05,0.14285714285714285,7.065590284799714,7.393777343681248,0.004540077098382148,0.5428571428571428
phase2_simple_setup,bear__long_upper_bear__low_area__shrinking_volume,short,34,conclusion_ok,0.4411764705882353,0.5588235294117647,0.5588235294117647,0.3235294117647059,0.11764705882352941,0.8529411764705882,0.7058823529411765,0.8529411764705882,1.7254718918290926,0.42890443682556884,0.8039154151232613,0.7539154151232612,-1.05,0.14705882352941177,6.755200089374803,4.373513374324786,0.006572381982940588,0.35294117647058826
changed_bull_to_bear,True,short,36,conclusion_ok,0.5,0.5,0.3888888888888889,0.4444444444444444,0.16666666666666666,0.8611111111111112,0.5555555555555556,0.6666666666666666,0.7564275247807425,0.06525833596140661,0.8031734210672504,0.7531734210672504,-1.05,0.3055555555555556,3.9318175589545223,3.2024870098025278,0.00828084350323562,0.19444444444444445
last_hour_change_type,changed_bull_to_bear,short,36,conclusion_ok,0.5,0.5,0.3888888888888889,0.4444444444444444,0.16666666666666666,0.8611111111111112,0.5555555555555556,0.6666666666666666,0.7564275247807425,0.06525833596140661,0.8031734210672504,0.7531734210672504,-1.05,0.3055555555555556,3.9318175589545223,3.2024870098025278,0.00828084350323562,0.19444444444444445
phase2_simple_setup,bull__long_upper_bull__middle_area__shrinking_volume,short,92,conclusion_ok,0.532608695652174,0.4673913043478261,0.5760869565217391,0.20652173913043478,0.21739130434782608,0.8804347826086957,0.7934782608695652,0.8695652173913043,-0.6964816019988492,-0.7632051361853838,0.6326713416643786,0.5826713416643786,-1.05,0.13043478260869565,8.30093311348109,8.358215729616683,0.003158043663065565,0.5652173913043478
doji_day,True,short,250,conclusion_ok,0.504,0.496,0.58,0.204,0.212,0.896,0.76,0.844,-0.8928100997101981,-0.05056853742782378,0.5626383284147023,0.5126383284147026,-1.05,0.148,8.813407678990028,9.538421153900984,0.004365126568208526,0.544
last_hour_wick_type,long_upper_bear,short,195,conclusion_ok,0.46153846153846156,0.5384615384615384,0.5128205128205128,0.3230769230769231,0.1641025641025641,0.8564102564102564,0.7076923076923077,0.8256410256410256,1.0583949417536824,0.27954447786849623,0.40195473760820527,0.3519547376082053,-1.05,0.16923076923076924,6.364825511656628,4.504270875240993,0.0066491921508400375,0.39487179487179486
recent_3day_bias,two_bearish,short,182,conclusion_ok,0.5054945054945055,0.4945054945054945,0.5659340659340659,0.23626373626373626,0.19230769230769232,0.8681318681318682,0.7362637362637363,0.8681318681318682,-0.43975303611603034,-0.1077836980440155,0.37284923920901386,0.3228492392090138,-1.05,0.12087912087912088,8.67910813914301,8.33337371192182,0.005339479226998844,0.554945054945055
phase2_simple_setup,bear__long_lower_bear__middle_area__shrinking_volume,short,79,conclusion_ok,0.5949367088607594,0.4050632911392405,0.5949367088607594,0.16455696202531644,0.24050632911392406,0.9113924050632911,0.8607594936708861,0.8987341772151899,0.7628028269423344,-0.9864406779660935,0.30786169004505054,0.25786169004505044,-1.05,0.10126582278481013,10.898862882123394,8.549127833099448,0.0032726869839906,0.6075949367088608
trend_regime,sideways,short,438,conclusion_ok,0.4589041095890411,0.541095890410959,0.5639269406392694,0.2374429223744292,0.19406392694063926,0.8881278538812786,0.7671232876712328,0.8356164383561644,0.10012432282838822,0.5273496968657019,0.24784880853883473,0.19784880853883477,-1.05,0.15753424657534246,7.8516875884975486,7.148686491524097,0.004939205110202545,0.5547945205479452
breakout_type,confirmed_down_breakout,short,61,conclusion_ok,0.5245901639344263,0.47540983606557374,0.45901639344262296,0.4262295081967213,0.08196721311475409,0.6557377049180327,0.4262295081967213,0.6065573770491803,0.04161464353588811,-0.2347305389221528,0.19189548617031743,0.1418954861703174,-1.05,0.32786885245901637,2.3841220932909457,2.0840283706149108,0.019557382325112893,0.08196721311475409
volume_bucket,huge_volume,short,90,conclusion_ok,0.5222222222222223,0.4777777777777778,0.4777777777777778,0.3888888888888889,0.08888888888888889,0.7222222222222222,0.5666666666666667,0.6666666666666666,0.6682309218122984,-0.05182782269422339,0.1900948065037443,0.1400948065037443,-1.05,0.26666666666666666,4.636553240820409,3.4595179008489785,0.012209941163857962,0.24444444444444444
break_prev_23h_low,True,short,129,conclusion_ok,0.5658914728682171,0.43410852713178294,0.5891472868217055,0.2713178294573643,0.12403100775193798,0.7286821705426356,0.5503875968992248,0.7596899224806202,-0.6882357956975406,-0.5793129341092547,0.17149803098898425,0.12149803098898435,-1.05,0.20930232558139536,5.1953828824793575,5.3890817663327155,0.012062271881407573,0.3023255813953488
