trade_id,symbol,timeframe,direction,cross_time,entry_time,exit_time,entry_price,exit_price,ema15_at_entry,ma50_at_entry,atr_at_entry,stop_price,qty,gross_pnl,fee,slippage,net_pnl,r_multiple,exit_reason,bars_after_cross,pullback_index,pullback_depth_pct,ema15_slope_5,ema15_slope_10,ma50_slope_10,daily_filter_pass,max_r_before_exit,max_drawdown_r,holding_bars
T0046,BTC-USDT-SWAP,4H,short,2024-11-03 12:00,2024-11-04 08:00,2024-11-05 12:00,68776.9,68727.3,69098.78602425314482656484753,69788.902,871.8672943105464933972714021,69823.2,0.09,4.464,3.15525267,0,1.30874733,0.01389815253751314154640160566,保本,4,1,0.3896073885471202478663260036,-0.008291313654098659369949310076,-0.0149253826800548999404774429,0.004525619273964218551539899567,true,1.878237599158941030297237886,0.7067762591990824811239606231,7
T0047,BTC-USDT-SWAP,4H,short,2024-12-10 20:00,2024-12-11 12:00,2024-12-11 20:00,97389.2,99673.7,97554.19915709485776511540733,98292.812,1903.680515639964193957985109,99673.7,0.04,-91.38,2.01963648,0,-93.39963648,-1.022101515430072225869993434,止损,3,1,0.09020712964229399585253901607,-0.008667271000046251561900968259,-0.02014526081068207356250818953,0.0007964366712796862500993460234,true,0.09945283431823156051652440359,1.502998467936091048369446268,2
T0048,BTC-USDT-SWAP,4H,short,2024-12-20 00:00,2024-12-21 20:00,2024-12-24 20:00,98262.7,95542.1,98728.17277143586259028523558,101960.128,2208.098526312723807167573264,100912.5,0.03,81.618,1.47403683,0,80.14396317,1.008176254434296928070043022,1R,10,1,0.4622056863349166298710080289,-0.006715413578222289897468788334,-0.03660433998919246474954781436,-0.006624569949539490574197788375,true,2.174730168314589780360781946,0.02336025360404558834629028606,18
T0049,BTC-USDT-SWAP,4H,short,2025-01-09 00:00,2025-01-10 16:00,2025-01-11 00:00,94498.1,94430,94682.41069496848389317127932,97180.262,1619.444141084522769214684236,96441.5,0.05,3.405,2.40847575,0,0.99652425,0.01025547236801481938870021612,保本,9,1,0.3227519269825218149203148002,-0.01230618672284948778112245939,-0.03171017763403917051686795402,-0.001060091811647924966491652389,true,1.171194813213954924359370176,0.6981578676546259133477410723,2
T0050,BTC-USDT-SWAP,4H,short,2025-01-27 08:00,2025-01-28 08:00,2025-01-30 04:00,102075.7,104340.9,102303.40825732623489779762,103992.218,1887.636142166335620533816127,104340.9,0.04,-90.608,2.11496316,0,-92.72296316,-1.023341903143210312555182765,止损,5,1,0.1407497024063745680595522973,-0.01840079454755304696976604491,-0.02454759336632370301082278489,-0.004513530041257510249468859295,true,0.7967508387780328447819177115,1.214197421861204308670316087,11
T0051,BTC-USDT-SWAP,4H,short,2025-02-17 12:00,2025-02-18 00:00,2025-02-18 20:00,95666.2,96696.8,96634.45255325613196699845311,96853.534,858.7961924258781263597037271,96696.8,0.09,-92.754,4.42447002,0,-97.17847002,-1.04770112361731030467688725,止损,2,1,0.4319861454317329746461525381,-0.006242734611903094783465472131,-0.006671073572678719416102822671,0.0001177035006280720742724782763,true,0.6251698039976712594605084417,1.06850378420337667378226276,5
T0052,BTC-USDT-SWAP,4H,short,2025-02-23 16:00,2025-02-24 12:00,2025-02-25 08:00,95439.3,92335.1,96248.51244640657430311213961,96489.442,843.1208010301183628450922621,96451.1,0.09,279.378,4.28008779,0,275.09791221,3.020995719509784542399683732,3R,4,1,0.2945370753145698802320306353,-0.004513418542203649251466996561,-0.006040254765366344108748588402,-0.002561772509784023831332758666,true,4.519865586084206364894247875,0.7320616722672464914014627397,5
T0053,BTC-USDT-SWAP,4H,short,2025-05-05 16:00,2025-05-06 08:00,2025-05-06 20:00,94694.1,94625.9,94893.04610671882407061635123,95247.202,912.0420775403771651703373164,95788.6,0.09,6.138,4.34424951,0,1.79375049,0.01820974052078574691640018273,保本,3,1,0.2707826377416527261632638539,-0.005944192511108884156932948181,-0.01243448966477445760413824707,0.0007612402094499321880342479772,true,1.239013248058474189127455459,0.1753312014618547281863864778,3
T0054,BTC-USDT-SWAP,4H,short,2025-05-17 16:00,2025-05-18 08:00,2025-05-18 20:00,103093,104229.6,103294.5523063837099754276927,103428.306,947.1138099233384127984283393,104229.6,0.08,-90.928,4.23892848,0,-95.16692848,-1.04661851662854126341720922,止损,3,1,0.1474886043984284540247779708,-0.002005168785245130165699859795,-0.0002856585151259438170044709126,0.003737255447266051133042824853,true,0.02903396093612528594052437093,2.263769136019707900756642618,3
T0055,BTC-USDT-SWAP,4H,short,2025-05-29 00:00,2025-05-29 12:00,2025-06-02 00:00,107990,104973.2,108427.0571884035124159874284,108892.894,1224.513931216383655049893991,109459.5,0.06,181.008,3.23933112,0,177.76866888,2.016203571282749234433480776,2R,2,1,0.02558661307968684076904636416,-0.006563283314968465846678367533,-0.006136467624302775239225131851,0.006411621312957299123669171654,true,3.380673698536917318815923784,0.5986389928547124872405580129,21
T0056,BTC-USDT-SWAP,4H,short,2025-06-14 00:00,2025-06-14 12:00,2025-06-16 12:00,105189.2,106674.6,106162.5366760103611344376777,106491.898,1237.764408821782758700576996,106674.6,0.06,-89.124,3.25087416,0,-92.37487416,-1.036475855661774606166689107,止损,2,1,0.005146188251239683818836911042,-0.007254560942461410064595845071,-0.02007479784192403340896007927,0.001753598193920818276710590697,true,0.6289215026255554059512589202,1.376598895920290830752659216,12
T0057,BTC-USDT-SWAP,4H,short,2025-07-19 20:00,2025-07-20 16:00,2025-07-21 08:00,118060,117974.9,118240.9606888877754145242237,118455.224,1109.441107978826407764690401,119391.4,0.07,5.957,4.21259748,0,1.74440252,0.01871716689199339041610334986,保本,4,1,0.01111231762299053374208114961,-0.001858204083434457424494650258,-0.004473999507826400014023814888,0.004083467015350880599406911763,true,1.17920985428871864203094487,0.660958389665014270692504131,4
T0058,BTC-USDT-SWAP,4H,short,2025-07-25 08:00,2025-07-26 16:00,2025-07-28 00:00,117342.9,118911.1,117407.4225802785322685312702,118137.956,1306.765677437546160055766125,118911.1,0.06,-94.092,3.62456586,0,-97.71656586,-1.038521509373804361688560133,止损,7,1,0.1435832726897664307128984194,-0.002610470237999242569090271108,-0.01055651536636075618473220831,-0.003024599477580262180937005546,true,0,1.468243846448157122815967351,8
T0059,BTC-USDT-SWAP,4H,short,2025-07-30 16:00,2025-07-31 00:00,2025-07-31 08:00,118003.1,117918.1,118106.0452660832916314006539,118191.034,1039.669260879385906278916639,119250.8,0.08,6.8,4.81207848,0,1.98792152,0.0199158603831049130399935882,保本,1,1,0.5875691903435467052692071016,-0.001273489732212264824508246934,-0.002234975987967556652204621063,0.0002546386048200576703644034454,true,1.828083673960086559269055061,0.4784002564719083112927787128,2
